-1.6672899,-14.1783620,4.0476943
-1.7207130,-14.2621689,3.9683935
-1.7693795,-14.3490797,3.8972118
-1.8126491,-14.4391242,3.8340982
-1.8498055,-14.5319186,3.7785400
-1.8802313,-14.6270213,3.7308140
-1.9034285,-14.7240494,3.6894239
-1.9189663,-14.8227909,3.6531450
-1.9263607,-14.9224680,3.6227688
-1.9252517,-15.0222884,3.5993007
-1.9153869,-15.1214692,3.5836735
-1.8965926,-15.2192818,3.5745790
-1.8688047,-15.3151022,3.5673604
-1.8326314,-15.4084530,3.5597820
-1.7910027,-15.4992418,3.4730453
-1.7503326,-15.5892020,3.3831119
-1.7130066,-15.6792404,3.3763646
-1.6672234,-15.7671449,3.3696039
-1.6119901,-15.8506145,3.3688984
-1.5495081,-15.9300718,3.4466056
-1.4828357,-16.0040157,3.5550192
-1.4123161,-16.0739101,3.6831132
-1.3370560,-16.1414855,3.8168603
-1.2605181,-16.2043150,3.9455684
-1.1804666,-16.2647937,4.0697175
-1.0986346,-16.3218911,4.1897147
-1.0146417,-16.3761494,4.3059091
-0.9289576,-16.4274504,4.4186025
-0.8415329,-16.4759704,4.5280580
-0.7529261,-16.5215360,4.6345067
-0.6624649,-16.5645809,4.7381529
-0.5714944,-16.6045692,4.8383892
-0.4784910,-16.6422416,4.9333456
-0.3851831,-16.6769769,5.0251071
-0.2906461,-16.7092044,5.1127096
-0.1950648,-16.7388801,5.1955553
-0.0999325,-16.7656539,5.2758802
-0.0022690,-16.7903545,5.3544862
0.0946518,-16.8118578,5.4104323
0.1921552,-16.8300449,5.4357876
0.2907092,-16.8446131,5.4342074
0.3896338,-16.8556373,5.4485614
0.4893031,-16.8634296,5.4779137
0.5886859,-16.8681218,5.5158941
0.6882914,-16.8700065,5.5655399
0.7884258,-16.8692981,5.6247960
0.8878037,-16.8662060,5.6910229
0.9874646,-16.8608767,5.7624569
1.0872012,-16.8534335,5.8371124
1.1863141,-16.8440307,5.9129572
1.2856091,-16.8326568,5.9881189
1.3844761,-16.8194115,6.0485867
1.4831799,-16.8042706,5.9528725
1.5814526,-16.7872626,5.8529850
1.6795864,-16.7682996,5.7499766
1.7771581,-16.7474104,5.6442230
1.8742376,-16.7245175,5.5369815
1.9710860,-16.6994669,5.4281937
2.0667696,-16.6724169,5.3183422
2.1623792,-16.6429502,5.2073525
2.2570921,-16.6111819,5.0943124
2.3504026,-16.5771977,4.9787409
2.4434446,-16.5404673,4.8617841
2.5354447,-16.5010918,4.7453824
2.6257998,-16.4591235,4.6302882
2.7142841,-16.4144712,4.5140834
2.8022121,-16.3662272,4.3949559
2.8881476,-16.3149758,4.2710090
2.9720411,-16.2608386,4.1315753
3.0537997,-16.2041004,3.9730543
3.1335740,-16.1453531,3.7698902
3.2116696,-16.0839069,3.6392234
3.2865430,-16.0180355,3.5785266
3.3560777,-15.9465454,3.5713896
3.4187282,-15.8689948,3.5642383
3.4740038,-15.7860048,3.5644264
3.5220146,-15.6986015,3.5895343
3.5629841,-15.6078127,3.6347836
3.5971616,-15.5142469,3.6879205
3.6246518,-15.4182278,3.7417788
3.6453483,-15.3203319,3.7908313
3.6591457,-15.2217551,3.8361514
3.6661762,-15.1223886,3.8772342
3.6664571,-15.0225603,3.9153134
3.6600181,-14.9228317,3.9502382
3.6469809,-14.8239632,3.9820271
3.6274602,-14.7261584,4.0119706
3.6015829,-14.6297373,4.0410440
3.5695737,-14.5352540,4.0690072
3.5316012,-14.4429514,4.0955987
3.4878694,-14.3531341,4.1226083
3.4387188,-14.2662907,4.1499994
3.3845575,-14.1828421,4.1780190
3.3252438,-14.1022735,4.2076897
3.2615406,-14.0250613,4.2517695
3.1941531,-13.9512991,4.3103763
3.1238668,-13.8808049,4.3895642
3.0513365,-13.8128179,4.4998398
2.9771603,-13.7464314,4.6070512
2.9019044,-13.6811724,4.7114093
2.8258877,-13.6167738,4.8131012
2.7491353,-13.5531692,4.9122941
2.6715034,-13.4905101,5.0091381
2.5927508,-13.4290574,5.1037684
2.5130433,-13.3694055,5.1963074
2.4320186,-13.3116810,5.2868663
2.3494173,-13.2560322,5.3632660
2.2650962,-13.2026359,5.4230889
2.1789882,-13.1516753,5.4696034
2.0915585,-13.1035877,5.5051299
2.0028673,-13.0585129,5.5314225
1.9123936,-13.0163106,5.5499561
1.8202349,-12.9771841,5.5609613
1.7273170,-12.9416188,5.5648378
1.6328596,-12.9093773,5.5647655
1.5371512,-12.8806135,5.5633055
1.4407107,-12.8554828,5.5615015
1.3433182,-12.8339464,5.5581148
1.2450799,-12.8160587,5.5540254
1.1463918,-12.8019028,5.5492912
1.0471746,-12.7914705,5.5446232
0.9476019,-12.7847890,5.5401921
0.8479086,-12.7818714,5.5359149
0.7481368,-12.7827103,5.5326105
0.6485106,-12.7872921,5.5302209
0.5490574,-12.7956018,5.5285744
0.4500058,-12.8076025,5.5284653
0.3515667,-12.8232384,5.5296284
0.2535742,-12.8425155,5.5318788
0.1564462,-12.8653274,5.5358071
0.0603613,-12.8915868,5.5410766
-0.0350446,-12.9213706,5.5474598
-0.1291777,-12.9544683,5.5554368
-0.2218447,-12.9907522,5.5646654
-0.3136378,-13.0304298,5.5748779
-0.4038718,-13.0731844,5.5865431
-0.4923565,-13.1188600,5.5994663
-0.5793869,-13.1675572,5.6135373
-0.6649881,-13.2192634,5.6290711
-0.7486613,-13.2736202,5.6464459
-0.8303669,-13.3305042,5.6659319
-0.9102253,-13.3898951,5.6880917
-0.9886330,-13.4520023,5.7138432
-1.0650609,-13.5162847,5.7441772
-1.1395671,-13.5826027,5.7799530
-1.2122319,-13.6508213,5.8217460
-1.2831358,-13.7208154,5.7923435
-1.3523261,-13.7924884,5.7133346
-1.4197747,-13.8658079,5.6338531
-1.4853331,-13.9408382,5.5681022
-1.5487313,-14.0177600,5.5242908
-1.6095601,-14.0968033,5.5132732
-1.6672899,-14.1783620,4.0476943
