-1.6887968,-6.2265373,4.5469773
-1.7535590,-6.3014793,4.4706178
-1.8151817,-6.3795252,4.4049130
-1.8730523,-6.4606242,4.3491990
-1.9264932,-6.5444348,4.3018091
-1.9752550,-6.6311406,4.2608348
-2.0188943,-6.7205353,4.2267310
-2.0569820,-6.8122862,4.1989826
-2.0893180,-6.9065203,4.1746956
-2.1154488,-7.0025178,4.1541154
-2.1351033,-7.0996735,4.1374372
-2.1482356,-7.1984406,4.1210707
-2.1545915,-7.2979703,4.1048392
-2.1541030,-7.3974317,4.0875127
-2.1468571,-7.4963545,4.0675401
-2.1330484,-7.5944340,4.0412568
-2.1129928,-7.6915370,4.0016251
-2.0872241,-7.7875268,3.9334831
-2.0564805,-7.8820188,3.8248473
-2.0209689,-7.9743993,3.7571095
-1.9791280,-8.0643099,3.7424287
-1.9298392,-8.1508527,3.7317725
-1.8733414,-8.2329506,3.7243556
-1.8107247,-8.3092909,3.7169240
-1.7421831,-8.3808502,3.7432549
-1.6684818,-8.4478901,3.7969712
-1.5904077,-8.5106160,3.8716991
-1.5103848,-8.5680937,3.9617049
-1.4269160,-8.6222673,4.0662905
-1.3407879,-8.6730635,4.1770995
-1.2535963,-8.7198798,4.2854605
-1.1638329,-8.7637595,4.3912757
-1.0730200,-8.8041023,4.4923721
-0.9805733,-8.8413642,4.5913982
-0.8872209,-8.8754169,4.6882614
-0.7924068,-8.9066022,4.7825499
-0.6972282,-8.9346823,4.8742899
-0.6007938,-8.9600200,4.9624960
-0.5036820,-8.9825283,5.0482606
-0.4070647,-9.0019601,5.1259266
-0.3085499,-9.0186783,5.1908853
-0.2105360,-9.0323241,5.2533457
-0.1119340,-9.0438166,5.3424071
-0.0131300,-9.0542970,5.4296615
0.0857019,-9.0646639,5.5151961
0.1845780,-9.0753014,5.5990909
0.2833469,-9.0861797,5.6814199
0.3820842,-9.0971490,5.7622515
0.4809711,-9.1080677,5.8416492
0.5797773,-9.1187617,5.9196718
0.6785934,-9.1290998,5.9963744
0.7776004,-9.1389652,6.0718080
0.8765504,-9.1482024,6.1460207
0.9755766,-9.1566973,6.2190573
1.0747657,-9.1643300,6.2909598
1.1739231,-9.1709603,6.2965590
1.2731907,-9.1764723,6.1698504
1.3725390,-9.1807352,6.0457964
1.4718997,-9.1836149,5.9243771
1.5713145,-9.1849763,5.8057087
1.6707049,-9.1846734,5.6898943
1.7701112,-9.1825517,5.5771739
1.8694430,-9.1784487,5.4689950
1.9686255,-9.1721708,5.3678995
2.0677624,-9.1634620,5.2748284
2.1665430,-9.1520790,5.1898332
2.2648450,-9.1377761,5.1118515
2.3629416,-9.1202562,5.0392564
2.4601086,-9.0994167,4.9721040
2.5563014,-9.0750722,4.9097344
2.6520359,-9.0468650,4.8499614
2.7462214,-9.0149227,4.7924444
2.8385497,-8.9792423,4.7363489
2.9298650,-8.9393512,4.6796872
3.0194132,-8.8954356,4.6213816
3.1066641,-8.8477409,4.5587105
3.1915622,-8.7963841,4.4883628
3.2741271,-8.7414970,4.4063530
3.3543533,-8.6832395,4.3098308
3.4322067,-8.6218011,4.1972057
3.5075539,-8.5572745,4.0897125
3.5799159,-8.4890368,4.0295221
3.6477537,-8.4167526,4.0167094
3.7100272,-8.3401481,4.0061519
3.7668848,-8.2586366,3.9967012
3.8178096,-8.1726002,3.9886805
3.8619082,-8.0834268,3.9807530
3.8990546,-7.9915264,3.9728097
3.9293680,-7.8964706,3.9662252
3.9523169,-7.7997701,3.9592685
3.9679021,-7.7016692,3.9536775
3.9761052,-7.6023304,3.9510775
3.9768847,-7.5030798,3.9500447
3.9703742,-7.4038070,3.9546104
3.9567455,-7.3053023,3.9640122
