-11.4006276,-15.2322593,2.0493029
-11.2074719,-15.4327619,2.6661652
-11.0187304,-15.6279686,3.1598577
-10.7968452,-15.7992929,3.5817311
-10.5480580,-15.9366237,3.6312882
-10.2880543,-16.0383097,3.2939059
-10.0105442,-16.0843306,3.0214676
-9.7375367,-16.0520121,3.0047125
-9.4863896,-15.9250900,2.9878634
-9.2962286,-15.7223895,3.0707183
-9.1811409,-15.4721312,3.1328234
-9.1166742,-15.2023800,3.2789653
-9.0697004,-14.9293557,3.1502190
-9.0794796,-14.6515008,3.1214090
-9.1035653,-14.3748261,2.3514530
-9.1971785,-14.1138623,2.3384133
-9.3993024,-13.9250462,2.3253006
-9.6345176,-13.7770648,2.8813737
-9.8780014,-13.6322562,2.6259865
-10.1395747,-13.5472453,2.6114245
-10.4161588,-13.5753505,2.5967808
-10.6894954,-13.6232121,2.9556085
-10.9643692,-13.6652512,2.4945807
-11.2063055,-13.7857689,2.3918395
-11.4173987,-13.9809451,2.3435148
-11.5956208,-14.1965094,2.3305191
-11.6423972,-14.4627608,2.3174507
-11.6174147,-14.7512479,2.0723512
-11.5738889,-15.0159662,2.0608593
-11.4006276,-15.2322593,2.0493029
