2.8056250,-3.9646780,4.9970313
3.0651786,-4.0429129,5.0280999
3.3392068,-4.0940920,5.1131496
3.6142846,-4.1250287,5.0240386
3.8908717,-4.1527415,4.4008309
4.1658425,-4.1732479,3.8133319
4.4428260,-4.1758537,3.1200189
4.7234671,-4.1500600,2.4939500
4.9755675,-4.0518641,1.8577533
5.1424031,-3.8378834,1.7170285
5.1571359,-3.5749741,1.6880802
5.1484099,-3.2909458,1.6788202
4.9467851,-3.1328852,1.6695087
4.7163213,-3.0073391,2.3832869
4.4568446,-2.9164362,2.9224739
4.1794505,-2.8474577,3.3719436
3.9065762,-2.7872391,3.7640216
3.6288441,-2.7168716,4.1151868
3.3726199,-2.6451102,4.4352068
3.1099356,-2.5708818,4.7304425
2.8495089,-2.4929542,5.0053152
2.5797394,-2.4099711,5.2630476
2.3112806,-2.3286725,4.6048582
2.0490592,-2.2504495,3.8952997
1.7863804,-2.1795263,3.1539458
1.5172005,-2.1331383,2.4638168
1.2268208,-2.1519614,1.6467188
1.0064939,-2.2854690,1.6376856
0.9572116,-2.5548506,1.6286024
0.9857768,-2.8050460,2.3551296
1.1269943,-3.0593192,2.8815212
1.3079697,-3.2647201,3.3369064
1.5413084,-3.4201143,3.4207576
1.7925864,-3.5292528,3.7524965
2.0505695,-3.6417747,4.1047646
2.2977434,-3.7486732,4.4256453
2.5470531,-3.8569391,4.7215783
2.8056250,-3.9646780,4.9970313
