2.6651476,-4.5505958,5.3337482
2.9289985,-4.6166881,5.2039517
3.2042173,-4.6599790,5.0136657
3.4791305,-4.6760427,4.8276681
3.7563017,-4.6656649,4.5768813
4.0298943,-4.6287513,4.2655019
4.3000763,-4.5637109,3.9023632
4.5558391,-4.4664497,3.6225258
4.7974423,-4.3220125,3.3268052
4.9983889,-4.1343579,3.0047105
5.1422095,-3.9075609,2.7128386
5.2135600,-3.6449042,2.6871463
5.2144998,-3.3716226,2.6724111
5.0796819,-3.1329660,2.6575943
4.8716309,-2.9784334,2.6780492
4.6295858,-2.8583842,3.1646790
4.3501224,-2.7630558,3.5814800
4.0793718,-2.6996080,3.9506597
3.8069487,-2.6397688,4.2845858
3.5367837,-2.5651805,4.5909944
3.2836950,-2.4842535,4.8751114
3.0301650,-2.3931399,5.1406666
2.7720664,-2.2912657,5.1590949
2.5145827,-2.1850777,4.5363546
2.2572494,-2.0816167,3.8834789
1.9972925,-1.9921365,3.3616623
1.7260838,-1.9366874,2.8476499
1.4508207,-1.9430242,2.4253331
1.1895563,-2.0518059,2.2709702
1.0051841,-2.2449561,2.2585172
0.9327496,-2.5057385,2.2459951
0.8650835,-2.7679901,2.5796917
0.8645641,-3.0309663,2.9571064
0.9272752,-3.3139354,3.4015196
1.0470562,-3.5628443,3.5912286
1.2202947,-3.7803131,3.6845654
1.4276354,-3.9587185,3.8684677
1.6598054,-4.1121192,4.2097640
1.8990606,-4.2418013,4.5220234
2.1481146,-4.3589836,4.8109383
2.4007450,-4.4619851,5.0805258
2.6651476,-4.5505958,5.3337482
