-11.4764107,-15.2760431,3.7984904
-11.3433592,-15.5097370,4.1451375
-11.1799198,-15.7250701,4.0452282
-10.9740073,-15.9183748,3.9123489
-10.7423762,-16.0652662,3.8104285
-10.4832143,-16.1622383,3.7335089
-10.2115304,-16.1989691,3.7131049
-9.9351540,-16.1704833,3.6925880
-9.6782668,-16.0805220,3.6831566
-9.4455471,-15.9293496,3.6628052
-9.2571895,-15.7301938,3.6873367
-9.1205736,-15.4963413,3.6922910
-9.0322451,-15.2380065,3.8216218
-8.9906185,-14.9673298,3.9872200
-8.9934309,-14.6928184,3.8890611
-9.0404063,-14.4230885,3.6592614
-9.1333949,-14.1677644,3.6392631
-9.2839695,-13.9402126,3.6191543
-9.4881593,-13.7534815,3.6345577
-9.7293446,-13.6192541,3.6890284
-9.9923151,-13.5392486,3.7688938
-10.2676207,-13.5102265,3.9071247
-10.5397413,-13.5263760,4.0152009
-10.8062130,-13.5790773,3.7896517
-11.0662793,-13.6666419,3.5362308
-11.3033120,-13.8007578,3.3272778
-11.5050728,-13.9911712,3.1713877
-11.6429253,-14.2280781,3.1540557
-11.7009235,-14.4980356,3.1366279
-11.6806225,-14.7752783,3.2992810
-11.5987330,-15.0322969,3.4950771
-11.4764107,-15.2760431,3.7984904
